"test","loc","population","cross","maturity_group","color","plot_length","row","year","plant_number","fc","det","pc","md","ht","lod","ag_score","sq","pro","oil","oil_13","po_13","p_o","id"
"Plant Rows","Cla","2016 OH F5 SP","MX14-033","5.5-6.0","No Paint","18/14","N17-1401",2017,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-033","5.5-6.0","No Paint","18/14","N17-1402",2017,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-033","5.5-6.0","No Paint","18/14","N17-1403",2017,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-033","5.5-6.0","No Paint","18/14","N17-1404",2017,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-033","5.5-6.0","No Paint","18/14","N17-1405",2017,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-034","5.5-6.0","No Paint","18/14","N17-1406",2017,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-034","5.5-6.0","No Paint","18/14","N17-1407",2017,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-034","5.5-6.0","No Paint","18/14","N17-1408",2017,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-034","5.5-6.0","No Paint","18/14","N17-1409",2017,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-034","5.5-6.0","No Paint","18/14","N17-1410",2017,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-034","5.5-6.0","No Paint","18/14","N17-1411",2017,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-034","5.5-6.0","No Paint","18/14","N17-1412",2017,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-034","5.5-6.0","No Paint","18/14","N17-1413",2017,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-034","5.5-6.0","No Paint","18/14","N17-1414",2017,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-034","5.5-6.0","No Paint","18/14","N17-1415",2017,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-034","5.5-6.0","No Paint","18/14","N17-1416",2017,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-034","5.5-6.0","No Paint","18/14","N17-1417",2017,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-034","5.5-6.0","No Paint","18/14","N17-1418",2017,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-034","5.5-6.0","No Paint","18/14","N17-1419",2017,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-034","5.5-6.0","No Paint","18/14","N17-1420",2017,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-034","5.5-6.0","No Paint","18/14","N17-1421",2017,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-034","5.5-6.0","No Paint","18/14","N17-1422",2017,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-034","5.5-6.0","No Paint","18/14","N17-1423",2017,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-034","5.5-6.0","No Paint","18/14","N17-1424",2017,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-034","5.5-6.0","No Paint","18/14","N17-1425",2017,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-034","5.5-6.0","No Paint","18/14","N17-1426",2017,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-034","5.5-6.0","No Paint","18/14","N17-1427",2017,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-034","5.5-6.0","No Paint","18/14","N17-1428",2017,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-034","5.5-6.0","No Paint","18/14","N17-1429",2017,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-036","5.5-6.0","No Paint","18/14","N17-1430",2017,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-036","5.5-6.0","No Paint","18/14","N17-1431",2017,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-036","5.5-6.0","No Paint","18/14","N17-1432",2017,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-036","5.5-6.0","No Paint","18/14","N17-1433",2017,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-036","5.5-6.0","No Paint","18/14","N17-1434",2017,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-036","5.5-6.0","No Paint","18/14","N17-1435",2017,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-037","5.5-6.0","No Paint","18/14","N17-1436",2017,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-037","5.5-6.0","No Paint","18/14","N17-1437",2017,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-037","5.5-6.0","No Paint","18/14","N17-1438",2017,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-037","5.5-6.0","No Paint","18/14","N17-1439",2017,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-037","5.5-6.0","No Paint","18/14","N17-1440",2017,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-037","5.5-6.0","No Paint","18/14","N17-1441",2017,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-037","5.5-6.0","No Paint","18/14","N17-1442",2017,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-037","5.5-6.0","No Paint","18/14","N17-1443",2017,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-037","5.5-6.0","No Paint","18/14","N17-1444",2017,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-037","5.5-6.0","No Paint","18/14","N17-1445",2017,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-037","5.5-6.0","No Paint","18/14","N17-1446",2017,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-037","5.5-6.0","No Paint","18/14","N17-1447",2017,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-037","5.5-6.0","No Paint","18/14","N17-1448",2017,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-037","5.5-6.0","No Paint","18/14","N17-1449",2017,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-037","5.5-6.0","No Paint","18/14","N17-1450",2017,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-037","5.5-6.0","No Paint","18/14","N17-1451",2017,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-037","5.5-6.0","No Paint","18/14","N17-1452",2017,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-037","5.5-6.0","No Paint","18/14","N17-1453",2017,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-037","5.5-6.0","No Paint","18/14","N17-1454",2017,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-037","5.5-6.0","No Paint","18/14","N17-1455",2017,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-037","5.5-6.0","No Paint","18/14","N17-1456",2017,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-037","5.5-6.0","No Paint","18/14","N17-1457",2017,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-037","5.5-6.0","No Paint","18/14","N17-1458",2017,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-037","5.5-6.0","No Paint","18/14","N17-1459",2017,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-037","5.5-6.0","No Paint","18/14","N17-1460",2017,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-037","5.5-6.0","No Paint","18/14","N17-1461",2017,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-037","5.5-6.0","No Paint","18/14","N17-1462",2017,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","R09-3789","CHECK",NA,NA,"18/14","N17-1463",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","R10-5828","CHECK",NA,NA,"18/14","N17-1464",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1465",2017,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1466",2017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1467",2017,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1468",2017,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1469",2017,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1470",2017,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1471",2017,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1472",2017,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1473",2017,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1474",2017,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1475",2017,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1476",2017,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1477",2017,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1478",2017,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1479",2017,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1480",2017,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1481",2017,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1482",2017,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1483",2017,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1484",2017,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1485",2017,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1486",2017,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1487",2017,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1488",2017,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1489",2017,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1490",2017,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1491",2017,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1492",2017,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1493",2017,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1494",2017,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1495",2017,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1496",2017,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1497",2017,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1498",2017,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1499",2017,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1500",2017,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1501",2017,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1502",2017,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1503",2017,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1504",2017,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1505",2017,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1506",2017,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1507",2017,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1508",2017,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1509",2017,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1510",2017,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1511",2017,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1512",2017,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1513",2017,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1514",2017,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1515",2017,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1516",2017,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1517",2017,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1518",2017,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1519",2017,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1520",2017,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1521",2017,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1522",2017,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1523",2017,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1524",2017,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1525",2017,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1526",2017,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1527",2017,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1528",2017,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1529",2017,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1530",2017,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1531",2017,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1532",2017,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1533",2017,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1534",2017,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1535",2017,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1536",2017,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1537",2017,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1538",2017,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1539",2017,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-038","5.5-6.0","No Paint","18/14","N17-1540",2017,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
